Order,Suborder,Family,Subfamily,Tribe 1,Tribe 2,BI-ABR-FAM,BI-ABR-SFAM,BIOINFORMATICS-GENUS,BIOINFORMATICS-SPECIES,BIOINFORMATICS-BINOMIAL,BIOINFORMATICS-LABEL,BIOINFORMATICS-CN,BIOINFORMATICS-ECOLOGY-DIET,BIOINFORMATICS-ECOLOGY-HABITAT,BIOINFORMATICS-COUNTRY,BIOINFORMATICS-LATITUDE,BIOINFORMATICS-LONGITUDE,catalog,binomial,Type Status,Region Scanned,Resolution (mm),Data Source,Head Fully Segmented,Jaws Segmented,Opercle Segmented,Cleithrum,File Size (GB),SL (mm),Data Ownership,Notes
Siluriformes,Loricarioidei,Loricariidae,Hypoptopomatinae,Neoplecostomatini,Neoplecostomatini,L-,Hpp-,Pareiorhina,carrancas,#N/A,#N/A,MCP_29429,Algivore,,,,,MCP 29429,Pareiorhina carrancas,non-type,head,0.02063,AMNH-MIF,no,yes,yes,,0.702,,N.K. Lujan,
Siluriformes,Loricarioidei,Loricariidae,Hypoptopomatinae,Neoplecostomatini,Neoplecostomatini,L-,Hpp-,Pareiorhina,rudolphi,#N/A,#N/A,ANSP_174125,Algivore,,,,,ANSP 174125,Pareiorhina rudolphi,non-type,head,0.02234,Morphosource,yes,yes,yes,,2.410,,Morphosource,
Siluriformes,Loricarioidei,Loricariidae,Hypoptopomatinae,Otothyrini,Otothyrini,L-,Hpp-,Chauliocheilos,saxatilis,#N/A,#N/A,AMNH_261334,Algivore,,,,,AMNH 261334,Chauliocheilos saxatilis,PARATYPE,head,0.01964,AMNH-MIF,yes,yes,yes,,0.990,,N.K. Lujan,
Siluriformes,Loricarioidei,Loricariidae,Hypoptopomatinae,Otothyrini,Otothyrini,L-,Hpp-,Corumbataia,cuestae,#N/A,#N/A,MCP_55008,Algivore,,,,,MCP 55008,Corumbataia cuestae,non-type,whole,0.00676,Mahler SkyScan,yes,yes,yes,,5.700,,N.K. Lujan,
Siluriformes,Loricarioidei,Loricariidae,Hypoptopomatinae,Otothyrini,Otothyrini,L-,Hpp-,Curculionichthys,piracanjuba,#N/A,#N/A,AMNH_255205,Algivore,,,,,AMNH 255205,Curculionichthys piracanjuba,PARATYPE,head,0.01737,AMNH-MIF,yes,yes,yes,,1.120,,N.K. Lujan,
Siluriformes,Loricarioidei,Loricariidae,Hypoptopomatinae,Otothyrini,Otothyrini,L-,Hpp-,Epactionotus,bilineatus,#N/A,#N/A,ANSP_168961,Algivore,,,,,ANSP 168961,Epactionotus bilineatus,non-type,head,0.00630,AMNH-MIF,yes,yes,yes,,6.460,,N.K. Lujan,
Siluriformes,Loricarioidei,Loricariidae,Hypoptopomatinae,Otothyrini,Otothyrini,L-,Hpp-,Eurycheilichthys,apocremnus,#N/A,#N/A,AMNH_238571,Algivore,,,,,AMNH 238571,Eurycheilichthys apocremnus,PARATYPE,head,0.03267,AMNH-MIF,no,yes,yes,,1.170,,N.K. Lujan,
Siluriformes,Loricarioidei,Loricariidae,Hypoptopomatinae,Otothyrini,Otothyrini,L-,Hpp-,Eurycheilichthys,limulus,#N/A,#N/A,ANSP_168965,Algivore,,,,,ANSP 168965,Eurycheilichthys limulus,non-type,head,0.01192,Morphosource,no,no,no,,4.290,,N.K. Lujan,
Siluriformes,Loricarioidei,Loricariidae,Hypoptopomatinae,Otothyrini,Otothyrini,L-,Hpp-,Eurycheilichthys,luisae,#N/A,#N/A,AMNH_238573,Algivore,,,,,AMNH 238573,Eurycheilichthys luisae,PARATYPE,head,0.03052,AMNH-MIF,yes,yes,yes,,2.000,,N.K. Lujan,
Siluriformes,Loricarioidei,Loricariidae,Hypoptopomatinae,Otothyrini,Otothyrini,L-,Hpp-,Gymnotocinclus,anosteos,#N/A,#N/A,ANSP_187156,Algivore,,,,,ANSP 187156,Gymnotocinclus anosteos,non-type,head,0.01671,Morphosource,yes,yes,yes,,3.210,,Morphosource,
Siluriformes,Loricarioidei,Loricariidae,Hypoptopomatinae,Otothyrini,Otothyrini,L-,Hpp-,Hisonotus,maculipinnis,#N/A,#N/A,ANSP_187011,Algivore,,,,,ANSP 187011,Hisonotus maculipinnis,non-type,head,0.00921,Morphosource,yes,yes,yes,,2.530,,Morphosource,
Siluriformes,Loricarioidei,Loricariidae,Hypoptopomatinae,Otothyrini,Otothyrini,L-,Hpp-,Lampiella,gibbosa,#N/A,#N/A,LBP_2652,Algivore,,,,,LBP 2652,Lampiella gibbosa,non-type,head,0.01360,AMNH-MIF,yes,yes,yes,,2.160,,N.K. Lujan,
Siluriformes,Loricarioidei,Loricariidae,Hypoptopomatinae,Otothyrini,Otothyrini,L-,Hpp-,Lampiella,gibbosa,#N/A,#N/A,MCP_43883,Algivore,,,,,MCP 43883,Lampiella gibbosa,non-type,head,0.01812,AMNH-MIF,no,yes,yes,,0.643,,N.K. Lujan,"head damaged, missing right cheek"
Siluriformes,Loricarioidei,Loricariidae,Hypoptopomatinae,Otothyrini,Otothyrini,L-,Hpp-,Microlepidogaster,longicolla,#N/A,#N/A,AMNH_251432,Algivore,,,,,AMNH 251432,Microlepidogaster longicolla,PARATYPE,head,0.01710,AMNH-MIF,no,yes,yes,,1.220,,N.K. Lujan,
Siluriformes,Loricarioidei,Loricariidae,Hypoptopomatinae,Otothyrini,Otothyrini,L-,Hpp-,Microlepidogaster,perforata,#N/A,#N/A,ANSP_174117,Algivore,,,,,ANSP 174117,Microlepidogaster perforata,non-type,head,0.01413,Morphosource,yes,yes,yes,,3.370,,Morphosource,
Siluriformes,Loricarioidei,Loricariidae,Hypoptopomatinae,Otothyrini,Otothyrini,L-,Hpp-,Otothyris,lophophanes,#N/A,#N/A,AMNH_261780,Algivore,,,,,AMNH 261780,Otothyris lophophanes,non-type,head,0.01614,AMNH-MIF,yes,yes,yes,,1.140,,N.K. Lujan,
Siluriformes,Loricarioidei,Loricariidae,Hypoptopomatinae,Otothyrini,Otothyrini,L-,Hpp-,Otothyris,lophophanes,#N/A,#N/A,ANSP_84381,Algivore,,,,,ANSP 84381,Otothyris lophophanes,non-type,head,0.00921,Morphosource,no,yes,yes,,2.390,,Morphosource,
Siluriformes,Loricarioidei,Loricariidae,Hypoptopomatinae,Otothyrini,Otothyrini,L-,Hpp-,Otothyropsis,polyodon,#N/A,#N/A,AMNH_257002,Algivore,,,,,AMNH 257002,Otothyropsis polyodon,PARATYPE,head,0.01622,AMNH-MIF,yes,yes,yes,,0.848,,N.K. Lujan,
Siluriformes,Loricarioidei,Loricariidae,Hypoptopomatinae,Otothyrini,Otothyrini,L-,Hpp-,Parotocinclus,jequi,#N/A,#N/A,AMNH_258314,Algivore,,,,,AMNH 258314,Parotocinclus jequi,PARATYPE,head,0.02768,AMNH-MIF,no,yes,yes,,1.150,,"N.K. Lujan, Roberto Reis",
Siluriformes,Loricarioidei,Loricariidae,Hypoptopomatinae,Otothyrini,Otothyrini,L-,Hpp-,Parotocinclus,maculicauda,#N/A,#N/A,ANSP_168971,Algivore,,,,,ANSP 168971,Parotocinclus maculicauda,non-type,head,0.01409,Morphosource,yes,yes,yes,,4.340,,Morphosource,
Siluriformes,Loricarioidei,Loricariidae,Hypoptopomatinae,Otothyrini,Otothyrini,L-,Hpp-,Plesioptopoma,curvidens,#N/A,#N/A,MCP_36861,Algivore,,,,,MCP 36861,Plesioptopoma curvidens,non-type,head,0.05386,AMNH-MIF,yes,yes,yes,,0.361,,N.K. Lujan,
Siluriformes,Loricarioidei,Loricariidae,Hypoptopomatinae,Otothyrini,Otothyrini,L-,Hpp-,Pseudotocinclus,tietensis,#N/A,#N/A,ANSP_165090,Algivore,,,,,ANSP 165090,Pseudotocinclus tietensis,non-type,head,0.01819,AMNH-MIF,yes,yes,yes,,1.400,,N.K. Lujan,
Siluriformes,Loricarioidei,Loricariidae,Hypoptopomatinae,Otothyrini,Otothyrini,L-,Hpp-,Pseudotothyris,ignota,#N/A,#N/A,AMNH_260737,Algivore,,,,,AMNH 260737,Pseudotothyris ignota,non-type,head,0.01946,AMNH-MIF,yes,yes,yes,,0.669,,N.K. Lujan,
Siluriformes,Loricarioidei,Loricariidae,Hypoptopomatinae,Otothyrini,Otothyrini,L-,Hpp-,Pseudotothyris,janeirensis,#N/A,#N/A,AMNH_79370,Algivore,,,,,AMNH 79370,Pseudotothyris janeirensis,non-type,head,0.01946,AMNH-MIF,no,yes,yes,,0.533,,N.K. Lujan,
Siluriformes,Loricarioidei,Loricariidae,Hypoptopomatinae,Otothyrini,Otothyrini,L-,Hpp-,Pseudotothyris,obtusa,#N/A,#N/A,FMNH_71337,Algivore,,,,,FMNH 71337,Pseudotothyris obtusa,non-type,head,0.00980,AMNH-MIF,no,yes,yes,,5.850,,N.K. Lujan,
Siluriformes,Loricarioidei,Loricariidae,Hypoptopomatinae,Otothyrini,Otothyrini,L-,Hpp-,Rhinolekos,arachas,#N/A,#N/A,AMNH_256352,Algivore,,,,,AMNH 256352,Rhinolekos arachas,PARATYPE,head,0.01710,AMNH-MIF,yes,yes,yes,,1.220,,N.K. Lujan,
Siluriformes,Loricarioidei,Loricariidae,Hypoptopomatinae,Otothyrini,Otothyrini,L-,Hpp-,Rhinolekos,britskii,#N/A,#N/A,MCP_44058,Algivore,,,,,MCP 44058,Rhinolekos britskii,non-type,head,0.01736,AMNH-MIF,yes,yes,yes,,0.815,,N.K. Lujan,
Siluriformes,Loricarioidei,Loricariidae,Hypoptopomatinae,Otothyrini,Otothyrini,L-,Hpp-,Rhinolekos,garavelloi,#N/A,#N/A,MCP_47112,Algivore,,,,,MCP 47112,Rhinolekos garavelloi,non-type,head,0.02063,AMNH-MIF,yes,yes,yes,,0.663,,N.K. Lujan,
Siluriformes,Loricarioidei,Loricariidae,Hypoptopomatinae,Otothyrini,Otothyrini,L-,Hpp-,Rhinolekos,schaeferi,#N/A,#N/A,MCP_47111,Algivore,,,,,MCP 47111,Rhinolekos schaeferi,non-type,head,0.01736,AMNH-MIF,yes,yes,yes,,0.769,,N.K. Lujan,
Siluriformes,Loricarioidei,Loricariidae,Hypoptopomatinae,Otothyrini,Otothyrini,L-,Hpp-,Rhinotocinclus,hardmani,#N/A,#N/A,ROM_91423,Algivore,,,,,ROM 91423,Rhinotocinclus hardmani,PARATYPE,head,0.00991,AMNH-MIF,yes,yes,yes,,1.050,,"N.K. Lujan, Roberto Reis",low density threshold upper limit
Siluriformes,Loricarioidei,Loricariidae,Hypoptopomatinae,Otothyrini,Otothyrini,L-,Hpp-,Rhinotocinclus,longirostris,#N/A,#N/A,MCP_35876,Algivore,,,,,MCP 35876,Rhinotocinclus longirostris,non-type,whole,0.01178,AMNH-MIF,yes,yes,yes,,9.640,,"N.K. Lujan, Roberto Reis",
Siluriformes,Loricarioidei,Loricariidae,Hypoptopomatinae,Otothyrini,Otothyrini,L-,Hpp-,Rhinotocinclus,nsp_Caqueta,#N/A,#N/A,ROM_107209,Algivore,,,,,ROM 107209,Rhinotocinclus nsp Caqueta,PARATYPE,whole,0.00691,AMNH-MIF,yes,yes,yes,,9.550,,"N.K. Lujan, A. Ortega-Lara, Roberto Reis",low density threshold upper limit
Siluriformes,Loricarioidei,Loricariidae,Hypoptopomatinae,Otothyrini,Otothyrini,L-,Hpp-,Rhinotocinclus,nsp_Tapiche,#N/A,#N/A,ROM_PER23_14_T32635,Algivore,,,,,ROM PER23-14: T32635,Rhinotocinclus nsp Tapiche,non-type,whole,0.00534,Mahler SkyScan,yes,yes,yes,,1.640,,N.K. Lujan,
Siluriformes,Loricarioidei,Loricariidae,Hypoptopomatinae,Otothyrini,Otothyrini,L-,Hpp-,Schizolecis,guentheri,#N/A,#N/A,ANSP_174165,Algivore,,,,,ANSP 174165,Schizolecis guentheri,non-type,head,0.01614,AMNH-MIF,yes,yes,yes,,1.140,,N.K. Lujan,
Siluriformes,Loricarioidei,Loricariidae,Hypostominae,Acanthacini,Acanthacini,L-,Hps-,Acanthicus,hystrix,#N/A,#N/A,AMNH_9934,,,,,,AMNH 9934,Acanthicus hystrix,non-type,head,0.14039,AMNH-MIF,yes,yes,yes,,18.100,810.0,N.K. Lujan,Catalog number  originally  incorrectly cited as AMNH 9334.
Siluriformes,Loricarioidei,Loricariidae,Hypostominae,Acanthacini,Acanthacini,L-,Hps-,Acanthicus,hystrix,#N/A,#N/A,ANSP_194857,,,,,,ANSP 194857,Acanthicus hystrix,non-type,head,0.09265,AMNH-MIF,yes,yes,yes,,0.706,,N.K. Lujan,
Siluriformes,Loricarioidei,Loricariidae,Hypostominae,Acanthacini,Acanthacini,L-,Hps-,Leporacanthicus,cf_galaxias,#N/A,#N/A,ANSP_191315,Invertivore-Prober,,,,,ANSP 191315,Leporacanthicus cf galaxias,non-type,head,0.08461,AMNH-MIF,yes,yes,yes,,0.640,,N.K. Lujan,
Siluriformes,Loricarioidei,Loricariidae,Hypostominae,Acanthacini,Acanthacini,L-,Hps-,Leporacanthicus,cf_galaxias,#N/A,#N/A,ROM_94333,Invertivore-Prober,,,,,ROM 94333,Leporacanthicus cf galaxias,non-type,head,0.05850,AMNH-MIF,yes,yes,yes,,2.740,,N.K. Lujan,
Siluriformes,Loricarioidei,Loricariidae,Hypostominae,Acanthacini,Acanthacini,L-,Hps-,Leporacanthicus,joselimae,#N/A,#N/A,AUM_58525,Invertivore-Prober,,,,,AUM 58525,Leporacanthicus joselimae,non-type,head,0.02110,Digimorph,yes,yes,yes,,0.033,,N.K. Lujan,
Siluriformes,Loricarioidei,Loricariidae,Hypostominae,Acanthacini,Acanthacini,L-,Hps-,Leporacanthicus,triactis,#N/A,#N/A,ANSP_191314,Invertivore-Prober,,,,,ANSP 191314,Leporacanthicus triactis,non-type,head,0.06148,AMNH-MIF,yes,yes,yes,,0.860,,N.K. Lujan,
Siluriformes,Loricarioidei,Loricariidae,Hypostominae,Acanthacini,Acanthacini,L-,Hps-,Megalancistrus,barae,#N/A,#N/A,MCP_14096,,,,,,MCP 14096,Megalancistrus barae,non-type,head,0.14314,AMNH-MIF,yes,yes,yes,,0.898,,N.K. Lujan,
Siluriformes,Loricarioidei,Loricariidae,Hypostominae,Acanthacini,Acanthacini,L-,Hps-,Megalancistrus,parananus,#N/A,#N/A,MCP_45964,,,,,,MCP 45964,Megalancistrus parananus,non-type,head,0.14039,AMNH-MIF,yes,yes,yes,,1.840,,N.K. Lujan,
Siluriformes,Loricarioidei,Loricariidae,Hypostominae,Acanthacini,Acanthacini,L-,Hps-,Pseudacanthicus,fordii,#N/A,#N/A,BMNH_1866_8_14_1_148_152_1,,,,,,BMNH 1866.8.14.1.148-152_1,Pseudacanthicus fordii,SYNTYPE,head,0.02752,BMNH-Rupert Collins,yes,yes,yes,,13.000,,BMNH-Rupert Collins,
Siluriformes,Loricarioidei,Loricariidae,Hypostominae,Acanthacini,Acanthacini,L-,Hps-,Pseudacanthicus,fordii,#N/A,#N/A,BMNH_1866_8_14_1_148_152_1,,,,,,BMNH 1866.8.14.1.148-152_1,Pseudacanthicus fordii,SYNTYPE,whole,0.08996,BMNH-Rupert Collins,NA,NA,NA,,3.350,,BMNH-Rupert Collins,
Siluriformes,Loricarioidei,Loricariidae,Hypostominae,Acanthacini,Acanthacini,L-,Hps-,Pseudacanthicus,fordii,#N/A,#N/A,BMNH_1866_8_14_1_148_152_2,,,,,,BMNH 1866.8.14.1.148-152_2,Pseudacanthicus fordii,SYNTYPE,whole,0.08996,BMNH-Rupert Collins,NA,NA,NA,,3.000,,BMNH-Rupert Collins,
Siluriformes,Loricarioidei,Loricariidae,Hypostominae,Acanthacini,Acanthacini,L-,Hps-,Pseudacanthicus,fordii,#N/A,#N/A,BMNH_1866_8_14_1_148_152_3,,,,,,BMNH 1866.8.14.1.148-152_3,Pseudacanthicus fordii,SYNTYPE,whole,0.07493,BMNH-Rupert Collins,NA,NA,NA,,3.020,,BMNH-Rupert Collins,
Siluriformes,Loricarioidei,Loricariidae,Hypostominae,Acanthacini,Acanthacini,L-,Hps-,Pseudacanthicus,fordii,#N/A,#N/A,BMNH_1866_8_14_1_148_152_4,,,,,,BMNH 1866.8.14.1.148-152_4,Pseudacanthicus fordii,SYNTYPE,whole,0.07493,BMNH-Rupert Collins,NA,NA,NA,,3.020,,BMNH-Rupert Collins,
Siluriformes,Loricarioidei,Loricariidae,Hypostominae,Acanthacini,Acanthacini,L-,Hps-,Pseudacanthicus,hystrix,#N/A,#N/A,ROM_114973,,,,,,ROM 114973,Pseudacanthicus hystrix,non-type,head,0.02135,Mahler SkyScan,yes,yes,yes,,3.590,,N.K. Lujan,
Siluriformes,Loricarioidei,Loricariidae,Hypostominae,Acanthacini,Acanthacini,L-,Hps-,Pseudacanthicus,sp_Xingu_black,#N/A,#N/A,ANSP_194624,,,,,,ANSP 194624,Pseudacanthicus sp Xingu black,non-type,head,0.10372,AMNH-MIF,yes,yes,yes,,0.833,,N.K. Lujan,
Siluriformes,Loricarioidei,Loricariidae,Hypostominae,Acanthacini,Acanthacini,L-,Hps-,Pseudacanthicus,sp_Ucayali_tagged,#N/A,#N/A,ROM_PER23_19,,,,,,ROM PER23-19,Pseudacanthicus sp. 'Ucayali' tagged,non-type,head,0.02811,Mahler SkyScan,yes,yes,yes,,3.030,,N.K. Lujan,
Siluriformes,Loricarioidei,Loricariidae,Hypostominae,Acanthacini,Acanthacini,L-,Hps-,Pseudacanthicus,sp_Ucayali_untagged,#N/A,#N/A,ROM_PER23_19,,,,,,ROM PER23-19,Pseudacanthicus sp. 'Ucayali' untagged,non-type,head,0.02847,Mahler SkyScan,yes,yes,yes,,3.090,,N.K. Lujan,
Siluriformes,Loricarioidei,Loricariidae,Hypostominae,Acanthacini,Acanthacini,L-,Hps-,Pseudacanthicus,sp_white_spot_L097,#N/A,#N/A,ROM_114975,,,,,,ROM 114975,Pseudacanthicus sp. 'white spot' L097,non-type,head,0.01993,Mahler SkyScan,yes,yes,yes,,3.300,,N.K. Lujan,
Siluriformes,Loricarioidei,Loricariidae,Hypostominae,Acanthacini,Acanthacini,L-,Hps-,Pseudacanthicus,sp_L273_Red_Titanic,#N/A,#N/A,ROM_114972,,,,,,ROM 114972,Pseudacanthicus sp. L273 Red Titanic,non-type,head,0.03605,Mahler SkyScan,yes,yes,yes,,3.230,,N.K. Lujan,
Siluriformes,Loricarioidei,Loricariidae,Hypostominae,Ancistrini,Ancistrini,L-,Hps-,Ancistrus,macrophthalmus,#N/A,#N/A,ROM_93577,,,,,,ROM 93577,Ancistrus macrophthalmus,non-type,head,0.01815,Mahler SkyScan,yes,yes,yes,,3.160,,N.K. Lujan,
Siluriformes,Loricarioidei,Loricariidae,Hypostominae,Ancistrini,Ancistrini,L-,Hps-,Ancistrus,nsp_Bolivian_flat,#N/A,#N/A,AMNH_40129,,,,,,AMNH 40129,Ancistrus nsp Bolivian flat,MS type,head,0.03559,Mahler SkyScan,yes,yes,yes,,2.940,,N.K. Lujan,
Siluriformes,Loricarioidei,Loricariidae,Hypostominae,Ancistrini,Ancistrini,L-,Hps-,Ancistrus,nsp_Ucayali_Big_Eye,#N/A,#N/A,MUSM_37822,,,,,,MUSM 37822,Ancistrus nsp Ucayali Big Eye,non-type,head,0.01566,Mahler SkyScan,yes,yes,yes,,3.080,,N.K. Lujan,
Siluriformes,Loricarioidei,Loricariidae,Hypostominae,Ancistrini,Ancistrini,L-,Hps-,Ancistrus,ranunculus,#N/A,#N/A,AMNH_97639,Detritivore-Winnower,,,,,AMNH 97639,Ancistrus ranunculus,PARATYPE,head,0.05278,AMNH-MIF,no,yes,yes,,0.888,,N.K. Lujan,
Siluriformes,Loricarioidei,Loricariidae,Hypostominae,Ancistrini,Ancistrini,L-,Hps-,Ancistrus,ranunculus,#N/A,#N/A,ANSP_199525,Detritivore-Winnower,,,,,ANSP 199525,Ancistrus ranunculus,non-type,head,0.03559,Mahler SkyScan,yes,yes,yes,,2.940,,N.K. Lujan,
Siluriformes,Loricarioidei,Loricariidae,Hypostominae,Ancistrini,Ancistrini,L-,Hps-,Ancistrus,sp_Beni_Bolivia,#N/A,#N/A,AMNH_39787,,,,,,AMNH 39787,Ancistrus sp Beni Bolivia,non-type,head,0.08418,AMNH-MIF,yes,yes,yes,,1.260,,N.K. Lujan,
Siluriformes,Loricarioidei,Loricariidae,Hypostominae,Ancistrini,Ancistrini,L-,Hps-,Ancistrus,sp_Santa_Cruz_Bolivia,#N/A,#N/A,AMNH_233285,,,,,,AMNH 233285,Ancistrus sp Santa Cruz Bolivia,non-type,head,0.08418,AMNH-MIF,no,yes,yes,,1.260,,N.K. Lujan,
Siluriformes,Loricarioidei,Loricariidae,Hypostominae,Ancistrini,Ancistrini,L-,Hps-,Araichthys,loro,#N/A,#N/A,MCP_35622,,,,,,MCP 35622,Araichthys loro,non-type,head,0.03071,AMNH-MIF,yes,yes,yes,,0.821,,N.K. Lujan,
Siluriformes,Loricarioidei,Loricariidae,Hypostominae,Ancistrini,Ancistrini,L-,Hps-,Corymbophanes,ameliae,#N/A,#N/A,ROM_91390,,,,,,ROM 91390,Corymbophanes ameliae,PARATYPE,head,0.05850,AMNH-MIF,yes,yes,yes,,2.740,,N.K. Lujan,
Siluriformes,Loricarioidei,Loricariidae,Hypostominae,Ancistrini,Ancistrini,L-,Hps-,Corymbophanes,andersoni,#N/A,#N/A,AUM_28149,,,,,,AUM 28149,Corymbophanes andersoni,non-type,head,0.01096,AMNH-MIF,no,yes,yes,,0.823,,N.K. Lujan,
Siluriformes,Loricarioidei,Loricariidae,Hypostominae,Ancistrini,Ancistrini,L-,Hps-,Cryptancistrus,similis,#N/A,#N/A,MZUSP_117150,,,,,,MZUSP 117150,Cryptancistrus similis,HOLOTYPE,head,0.01231,AMNH-MIF,yes,yes,yes,,32.400,,N.K. Lujan,
Siluriformes,Loricarioidei,Loricariidae,Hypostominae,Ancistrini,Ancistrini,L-,Hps-,Dekeyseria,picta,#N/A,#N/A,ANSP_185289,,,,,,ANSP 185289,Dekeyseria picta,non-type,head,0.02389,Morphosource,no,yes,yes,,2.860,,Morphosource,
Siluriformes,Loricarioidei,Loricariidae,Hypostominae,Ancistrini,Ancistrini,L-,Hps-,Dekeyseria,picta,#N/A,#N/A,AUM_39886,,,,,,AUM 39886,Dekeyseria picta,non-type,head,0.04272,AMNH-MIF,no,yes,yes,,0.717,,N.K. Lujan,
Siluriformes,Loricarioidei,Loricariidae,Hypostominae,Ancistrini,Ancistrini,L-,Hps-,Dekeyseria,scaphirhynchus,#N/A,#N/A,AMNH_74455,Algivore,,,,,AMNH 74455,Dekeyseria scaphirhynchus,non-type,head,0.06647,AMNH-MIF,yes,yes,yes,,1.100,,N.K. Lujan,
Siluriformes,Loricarioidei,Loricariidae,Hypostominae,Ancistrini,Ancistrini,L-,Hps-,Guyanancistrus,brevispinis,#N/A,#N/A,ROM_98115,Algivore,,,,,ROM 98115,Guyanancistrus brevispinis,non-type,head,0.03426,AMNH-MIF,no,yes,yes,,1.580,,N.K. Lujan,
Siluriformes,Loricarioidei,Loricariidae,Hypostominae,Ancistrini,Ancistrini,L-,Hps-,Guyanancistrus,tenuis,#N/A,#N/A,MZUSP_117148,Algivore,,,,,MZUSP 117148,Guyanancistrus tenuis,HOLOTYPE,head,0.01663,AMNH-MIF,yes,yes,yes,,15.900,,N.K. Lujan,
Siluriformes,Loricarioidei,Loricariidae,Hypostominae,Ancistrini,Ancistrini,L-,Hps-,Guyanancistrus,teretirostris,#N/A,#N/A,MZUSP_117149,Algivore,,,,,MZUSP 117149,Guyanancistrus teretirostris,HOLOTYPE,head,0.02093,AMNH-MIF,no,yes,yes,,13.300,,N.K. Lujan,
Siluriformes,Loricarioidei,Loricariidae,Hypostominae,Ancistrini,Ancistrini,L-,Hps-,Hopliancistrus,sp_Xingu,#N/A,#N/A,ANSP_200877,Algivore,,,,,ANSP 200877,Hopliancistrus sp Xingu,non-type,head,0.14039,AMNH-MIF,yes,yes,yes,,1.240,,N.K. Lujan,
Siluriformes,Loricarioidei,Loricariidae,Hypostominae,Ancistrini,Ancistrini,L-,Hps-,Lasiancistrus,planiceps,#N/A,#N/A,AMNH_11211,Algivore,,,,,AMNH 11211,Lasiancistrus planiceps,non-type,head,0.14039,AMNH-MIF,yes,yes,yes,,6.910,,N.K. Lujan,
Siluriformes,Loricarioidei,Loricariidae,Hypostominae,Ancistrini,Ancistrini,L-,Hps-,Lasiancistrus,schomburgkii,#N/A,#N/A,AMNH_12605,Algivore,,,,,AMNH 12605,Lasiancistrus schomburgkii,non-type,head,0.06647,AMNH-MIF,no,yes,yes,,1.100,,N.K. Lujan,
Siluriformes,Loricarioidei,Loricariidae,Hypostominae,Clypiini,Ancistrini,L-,Hps-,Lithoxancistrus,coquenani,#N/A,#N/A,AMNH_91025,,,,,,AMNH 91025,Lithoxancistrus coquenani,non-type,head,0.14039,AMNH-MIF,yes,yes,yes,,1.130,,N.K. Lujan,
Siluriformes,Loricarioidei,Loricariidae,Hypostominae,Clypiini,Ancistrini,L-,Hps-,Lithoxancistrus,yekuana,#N/A,#N/A,AUM_39473,,,,,,AUM 39473,Lithoxancistrus yekuana,PARATYPE,head,0.14039,AMNH-MIF,yes,yes,yes,,0.704,,N.K. Lujan,
Siluriformes,Loricarioidei,Loricariidae,Hypostominae,Clypiini,Ancistrini,L-,Hps-,Neblinichthys,brevibrachium,#N/A,#N/A,AUM_50304,,,,,,AUM 50304,Neblinichthys brevibrachium,PARATYPE,head,0.02680,AMNH-MIF,yes,yes,yes,,0.990,,N.K. Lujan,
Siluriformes,Loricarioidei,Loricariidae,Hypostominae,Clypiini,Ancistrini,L-,Hps-,Neblinichthys,brevibrachium,#N/A,#N/A,ROM_93534,,,,,,ROM 93534,Neblinichthys brevibrachium,non-type,head,0.03750,AMNH-MIF,no,yes,yes,,1.370,,N.K. Lujan,
Siluriformes,Loricarioidei,Loricariidae,Hypostominae,Clypiini,Ancistrini,L-,Hps-,Neblinichthys,echinasus,#N/A,#N/A,AUM_49999,,,,,,AUM 49999,Neblinichthys echinasus,PARATYPE,head,0.14039,AMNH-MIF,yes,yes,yes,,0.751,,N.K. Lujan,
Siluriformes,Loricarioidei,Loricariidae,Hypostominae,Clypiini,Ancistrini,L-,Hps-,Neblinichthys,peniculatus,#N/A,#N/A,AMNH_255488,,,,,,AMNH 255488,Neblinichthys peniculatus,PARATYPE,head,0.05588,AMNH-MIF,yes,yes,yes,,0.897,,N.K. Lujan,
Siluriformes,Loricarioidei,Loricariidae,Hypostominae,Clypiini,Ancistrini,L-,Hps-,Neblinichthys,pilosus,#N/A,#N/A,AMNH_56142,,,,,,AMNH 56142,Neblinichthys pilosus,PARATYPE,head,0.05485,AMNH-MIF,NA,NA,NA,,0.896,,N.K. Lujan,
Siluriformes,Loricarioidei,Loricariidae,Hypostominae,Clypiini,Ancistrini,L-,Hps-,Neblinichthys,pilosus,#N/A,#N/A,AMNH_56142,,,,,,AMNH 56142,Neblinichthys pilosus,PARATYPE,head,0.14039,AMNH-MIF,yes,yes,yes,,0.897,,N.K. Lujan,specimen with most hypertrophied odontodes
Siluriformes,Loricarioidei,Loricariidae,Hypostominae,Clypiini,Ancistrini,L-,Hps-,Paulasquama,callis,#N/A,#N/A,AUM_50000,,,,,,AUM 50000,Paulasquama callis,PARATYPE,head,0.14039,AMNH-MIF,yes,yes,yes,,0.980,,N.K. Lujan,
Siluriformes,Loricarioidei,Loricariidae,Hypostominae,Ancistrini,Ancistrini,L-,Hps-,Pseudolithoxus,anthrax,#N/A,#N/A,ANSP_190823,Algivore,,,,,ANSP 190823,Pseudolithoxus anthrax,non-type,head,0.09265,AMNH-MIF,yes,yes,yes,,0.778,,N.K. Lujan,
